סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
17,כפר הריף,888,605,460,1,459,34,0,4,1,0,1,0,0,0,0,30,0,2,0,0,0,85,0,7,67,22,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,8,0,3,0
10,כפר ויתקין,190,1444,1057,4,1053,159,4,2,0,0,4,0,0,0,0,22,2,1,0,0,0,172,0,15,44,117,0,0,0,0,0,0,2,505,0,0,0,0,0,0,0,4,0,0,0
17,כפר ורבורג,320,853,652,1,651,56,5,7,2,0,0,0,0,0,0,36,0,1,0,0,0,153,0,6,90,35,0,0,0,0,1,0,0,245,0,1,0,1,0,0,0,2,0,10,0
6,כפר ורדים,1263,4780,3162,10,3152,281,6,22,2,19,46,0,0,0,0,149,0,9,0,0,0,524,0,117,409,278,0,1,0,0,2,0,19,1211,1,3,0,0,0,0,1,42,0,9,1
4,כפר זיתים,786,473,352,1,351,1,0,2,4,0,0,0,0,0,0,85,0,1,0,0,0,21,0,2,184,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,36,0
12,כפר חבד,696,4371,2942,3,2939,2,8,4,562,1,0,0,0,0,0,1654,0,1,0,0,0,3,0,11,312,3,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,1,0,370,0
3,כפר חושן,609,617,433,1,432,4,0,2,10,0,0,0,0,0,0,97,0,1,0,0,0,47,0,1,197,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,62,0
4,כפר חיטים,255,540,347,1,346,8,0,1,3,0,0,0,0,0,0,36,0,0,1,0,0,75,0,6,117,9,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,5,0
10,כפר חיים,193,436,339,1,338,44,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,47,0,1,31,30,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,4,0,1,0
3,כפר חנניה,1297,537,401,2,399,16,2,2,3,0,0,0,0,0,0,76,0,2,0,0,0,31,0,10,146,10,0,0,0,0,0,0,0,78,0,1,0,0,0,0,0,2,0,20,0
8,כפר חסידים א,112,538,379,0,379,8,0,16,20,0,0,0,0,0,0,65,0,3,0,0,0,50,0,10,62,9,0,0,0,0,0,0,1,113,0,0,1,0,0,0,0,2,0,19,0
8,כפר חסידים ב,889,226,158,1,157,3,0,19,2,0,0,0,0,0,0,29,0,0,0,0,0,16,0,7,42,1,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,1,0,11,0
4,כפר חרוב,4004,427,268,0,268,30,3,4,1,0,2,0,0,0,0,12,0,1,0,0,0,59,0,0,23,11,0,0,0,0,0,0,0,121,0,0,0,1,0,0,0,0,0,0,0
12,כפר טרומן,673,586,455,1,454,20,2,2,2,0,0,0,0,0,0,32,0,3,0,0,0,94,0,10,97,25,0,0,0,0,1,0,1,155,0,0,0,0,0,0,0,3,0,7,0
6,כפר יאסיף,507,8257,5275,38,5237,23,2,6,3,1524,2805,1,0,1,1,8,0,2,0,2,0,57,1,20,138,91,0,0,1,2,0,0,429,82,0,2,9,2,1,1,3,9,0,11,0
10,כפר ידידיה,233,511,385,2,383,47,0,2,0,0,1,0,0,0,0,7,0,1,0,0,0,69,0,4,24,39,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,1,0,0,0
5,כפר יהושע,140,900,695,0,695,122,0,3,5,0,1,0,0,0,0,13,1,1,0,0,0,153,0,8,55,62,0,1,0,0,1,0,0,249,0,1,0,0,0,0,1,14,0,4,0
10,כפר יונה,168,19357,14279,71,14208,429,72,108,97,3,10,1,0,0,0,1475,4,76,1,0,1,1945,0,469,4572,289,0,4,0,10,4,0,4,3798,3,35,3,3,1,5,2,67,2,712,3
5,כפר יחזקאל,85,763,606,3,603,70,4,5,0,0,3,0,0,0,0,29,1,8,0,0,0,135,0,9,61,32,0,1,0,0,1,0,0,238,1,2,0,0,0,0,0,1,0,2,0
10,כפר יעבץ,170,477,352,1,351,0,0,6,9,0,0,0,0,0,0,111,0,0,0,0,0,13,0,1,163,2,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,2,0,33,0
4,כפר כמא,508,2685,946,16,930,79,1,1,0,4,26,0,0,0,0,2,1,7,0,0,0,206,0,17,28,87,0,1,0,0,0,0,184,268,1,7,1,0,0,0,2,3,0,3,1
5,כפר כנא,509,15877,8340,119,8221,21,3,2,3,3051,1823,0,0,0,2,9,2,3,1,1,2,34,2,3,197,52,1,3,0,1,0,1,2782,179,1,2,7,2,0,1,2,13,0,11,4
10,כפר מונש,387,624,469,0,469,46,5,1,2,0,1,0,0,0,0,6,0,0,0,0,0,67,0,10,38,39,0,0,0,0,0,0,1,246,0,2,0,0,0,0,0,5,0,0,0
18,כפר מימון,1095,484,372,0,372,2,0,53,2,0,0,0,1,0,0,198,0,1,0,0,0,19,0,1,88,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0
19,כפר מלל,98,273,210,0,210,30,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,32,0,3,34,18,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,1,0,0,0
20,כפר מנדא,510,13756,8964,77,8887,11,1,1,4,3112,2628,0,2,0,3,9,2,1,3,2,4,5,3,1,38,150,1,0,1,3,2,1,2609,27,3,2,12,2,2,3,3,5,1,225,5
17,כפר מנחם,274,940,689,2,687,75,4,3,0,0,3,0,0,0,1,11,0,0,0,0,0,77,0,13,42,153,0,1,0,0,1,0,2,286,0,0,0,0,0,0,0,13,0,2,0
6,כפר מסריק,297,620,431,0,431,58,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,65,0,9,24,87,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,5,0,1,0
5,כפר מצר,512,1947,1053,9,1044,12,1,0,0,238,185,1,0,0,1,35,0,0,0,0,0,0,0,0,13,44,0,0,0,2,0,0,495,5,0,0,1,0,0,2,1,2,0,5,1
13,כפר מרדכי,764,478,364,0,364,50,0,1,1,0,3,0,0,0,0,6,0,0,0,0,0,78,0,3,27,38,0,0,0,0,0,0,1,153,0,2,0,0,0,0,0,0,0,1,0
10,כפר נטר,316,706,544,0,544,57,1,4,0,0,1,0,0,0,0,18,0,1,0,0,0,89,0,13,56,51,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,6,0,3,0
3,כפר סאלד,345,533,378,3,375,77,1,2,0,0,1,0,0,0,0,6,0,0,0,0,0,67,0,8,20,29,0,0,0,1,0,0,0,155,0,1,0,0,0,0,0,5,0,2,0
19,כפר סבא,6900,81737,57122,219,56903,3734,249,627,269,17,124,4,3,0,3,3863,13,177,2,3,10,7264,2,2141,12387,2874,134,10,1,13,18,3,58,20440,19,83,3,22,0,10,13,298,1,2003,8
17,כפר סילבר,107,85,28,0,28,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0
11,כפר סירקין,249,999,793,1,792,73,1,5,0,0,1,0,0,0,0,36,0,2,0,0,0,169,0,16,101,53,0,0,0,0,1,0,0,322,0,4,0,0,0,0,0,6,0,2,0
17,כפר עזה,845,768,563,1,562,93,2,5,0,0,3,0,0,0,0,29,0,0,0,0,0,114,0,13,49,55,0,0,0,0,0,0,2,192,0,2,0,0,0,0,0,1,0,2,0
2,כפר עציון,3488,564,440,2,438,7,2,140,2,0,0,0,0,0,0,125,0,0,0,0,0,44,0,4,92,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0
9,כפר פינס,189,399,315,3,312,1,0,44,4,0,0,0,0,0,0,186,0,0,0,0,0,16,0,0,41,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,2,0,6,0
19,כפר קאסם,634,16449,11001,106,10895,23,0,1,3,1281,1424,1,1,1,1,4,0,0,0,1,2,39,6,2,32,591,0,2,2,1,2,0,7355,90,4,4,2,0,1,4,1,6,0,6,2
4,כפר קיש,388,491,338,1,337,17,2,8,0,0,0,0,0,0,0,23,0,2,0,0,0,61,0,7,55,19,0,0,0,0,0,0,0,135,0,3,0,0,0,1,0,1,0,2,1
9,כפר קרע,654,13735,8544,55,8489,22,0,0,3,2355,1639,0,0,0,0,8,0,0,2,0,0,54,1,0,33,63,1,1,0,2,1,1,4269,10,0,0,8,1,1,1,1,7,0,5,0
6,כפר ראש הנקרה,579,1079,746,4,742,105,1,5,0,0,0,0,0,0,0,44,0,3,0,0,0,133,0,15,152,34,0,0,0,0,0,0,1,237,0,1,1,0,0,1,0,7,0,2,0
6,כפר רוזנואלד זרעית,1130,222,157,0,157,3,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,1,98,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0
5,כפר רופין,295,401,273,3,270,57,0,2,0,0,3,0,0,0,0,12,0,2,0,0,0,54,0,7,20,17,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,4,0,0,0
12,כפר רות,1166,190,151,0,151,11,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,33,0,3,32,7,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,4,0
3,כפר שמאי,605,349,252,0,252,4,0,1,7,0,0,0,0,0,0,87,0,0,0,0,0,7,0,0,109,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,0
12,כפר שמואל,743,616,505,1,504,42,2,3,2,0,1,0,0,0,0,31,0,2,0,0,0,90,0,13,73,35,0,0,0,0,0,0,0,202,0,3,0,0,0,0,0,4,0,1,0
15,כפר שמריהו,267,1948,1249,6,1243,75,0,10,4,1,5,0,0,0,0,31,0,0,0,1,0,191,0,46,162,102,0,0,0,0,0,0,7,599,0,0,0,0,0,0,0,3,0,6,0
4,כפר תבור,47,3529,2466,13,2453,177,7,37,3,3,9,0,0,0,0,205,0,10,0,0,1,500,1,69,545,73,0,0,0,0,2,0,4,727,1,4,1,2,0,7,0,25,0,40,0
19,כפר תפוח,3572,726,527,2,525,0,2,8,4,0,0,0,0,0,0,410,0,1,0,0,0,3,0,1,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,19,0
3,כרכום,1285,452,292,2,290,35,0,2,0,0,0,0,0,0,0,14,2,2,0,0,0,59,0,4,57,18,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,2,0,2,0
3,כרם בן זמרה,664,404,299,1,298,4,0,11,6,0,0,0,0,0,1,57,0,1,0,0,0,37,0,0,142,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25,0
13,כרם יבנה ישיבה,1094,138,117,0,117,0,0,1,10,0,0,0,0,0,0,102,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,כרם מהרל,580,673,481,0,481,39,0,6,2,0,3,0,0,0,0,15,0,2,0,0,0,67,0,9,37,53,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,8,0,2,0
18,כרם שלום,1085,153,89,0,89,6,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,9,0,1,15,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
12,כרמי יוסף,1264,1420,1049,1,1048,110,0,11,4,1,1,0,0,0,0,29,0,1,0,0,0,156,0,37,110,119,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,9,0,4,0
2,כרמי צור,3766,582,432,4,428,0,0,22,3,0,0,0,0,0,0,343,0,0,0,0,0,4,0,0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
17,כרמי קטיף,1374,336,281,1,280,0,1,17,0,0,0,0,0,0,0,237,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,כרמיאל,1139,42065,24030,247,23783,543,80,200,872,160,217,0,3,0,2,1874,10,85,0,3,5,2049,3,3379,6988,321,4,5,1,16,11,3,97,5809,7,58,3,6,3,4,6,101,12,831,12
17,כרמיה,768,461,340,2,338,15,1,3,1,0,4,0,0,0,0,18,0,1,0,0,0,57,0,8,66,55,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,3,0,4,0
18,כרמים,1198,234,180,0,180,45,0,19,0,0,0,0,0,0,0,16,0,0,0,0,0,41,0,1,11,13,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0
18,כרמל,3656,288,215,0,215,0,0,7,1,0,0,0,0,0,0,185,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
6,לבון,1207,550,396,1,395,27,1,7,1,0,0,0,0,0,0,28,0,2,0,0,0,71,0,7,64,14,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,2,0,1,0
4,לביא,585,523,355,1,354,10,1,55,0,0,0,0,0,0,0,133,0,2,0,0,0,58,0,0,59,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,4,0,9,0
4,לבנים,1230,353,247,2,245,17,0,2,2,0,0,0,0,0,0,17,0,0,0,0,0,41,0,3,79,4,0,3,0,0,1,0,1,70,0,1,0,0,0,0,0,2,0,2,0
18,להב,2023,545,380,2,378,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,66,0,7,14,86,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,1,1,0,0
3,להבות הבשן,380,716,465,6,459,48,2,4,0,1,6,0,0,0,0,18,0,3,0,0,0,55,0,11,37,101,0,0,0,0,0,0,1,159,0,1,0,0,0,0,0,12,0,0,0
9,להבות חביבה,715,653,494,2,492,66,1,2,1,0,3,0,0,0,0,1,0,2,0,0,0,104,0,5,23,71,0,0,0,1,0,0,1,207,0,0,0,0,0,0,1,3,0,0,0
18,להבים,1271,5518,3906,4,3902,200,4,40,5,14,28,0,0,0,0,409,1,13,0,0,0,784,0,118,790,219,0,0,0,0,0,0,49,1188,0,7,0,0,0,0,1,6,0,26,0
12,לוד,7000,58888,35735,347,35388,335,88,406,2132,5570,657,3,3,2,8,5484,7,90,2,3,6,1306,22,2049,10096,230,0,8,6,11,11,6,990,2335,22,75,21,11,2,11,11,53,12,3279,25
2,לוזית,52,507,396,2,394,15,2,7,12,0,3,0,0,0,0,51,0,0,0,0,0,23,0,6,120,20,0,0,0,0,0,0,1,62,0,0,0,1,0,0,0,8,0,63,0
6,לוחמי הגיטאות,595,597,458,2,456,77,0,2,0,0,3,0,0,0,0,25,0,3,0,0,0,85,0,9,35,36,0,0,0,0,0,0,1,173,0,0,0,1,0,0,0,4,0,2,0
20,לוטם,1171,533,363,1,362,41,2,2,0,0,2,0,0,0,0,15,0,1,0,0,1,55,0,5,20,43,0,0,0,0,0,0,15,144,0,2,0,1,0,1,0,9,0,3,0
18,לוטן,1255,179,96,0,96,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,5,24,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,2,0,0,0
6,לימן,674,570,388,2,386,19,2,4,1,0,0,0,0,0,0,21,0,0,0,0,0,68,0,3,119,4,0,0,0,0,0,0,0,136,0,0,0,1,0,0,1,0,0,7,0
17,לכיש,24,631,488,0,488,71,1,5,0,0,1,0,0,0,0,14,0,1,0,0,0,91,0,7,28,56,0,0,0,0,0,0,2,211,0,0,0,0,0,0,0,0,0,0,0
12,לפיד,1310,1773,1324,3,1321,118,11,21,5,0,3,0,0,0,0,77,0,3,0,1,0,229,0,33,228,72,0,0,0,1,0,0,0,505,0,3,0,0,0,0,0,6,0,5,0
6,לפידות,1173,118,92,0,92,1,0,0,1,0,0,2,0,0,0,12,1,0,0,0,0,12,0,0,47,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0
18,לקיה,1060,8671,4115,32,4083,7,4,0,1,944,256,0,0,0,1,6,0,0,0,1,0,7,2,0,16,7,0,0,0,0,0,0,2790,13,1,2,5,3,0,3,1,4,0,5,4
9,מאור,2055,972,735,3,732,37,7,12,4,0,2,0,0,0,0,90,0,9,0,0,0,102,0,12,167,46,0,0,0,0,0,0,0,223,0,0,0,1,0,0,0,2,0,18,0
9,מאיר שפיה,102,128,55,2,53,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,6,20,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
2,מבוא ביתר,771,675,491,2,489,32,4,18,1,0,2,0,0,0,0,58,0,1,0,0,0,93,0,12,148,17,0,0,0,0,1,0,0,94,0,1,0,0,0,0,0,1,0,6,0
9,מבוא דותן,3569,331,242,0,242,0,0,15,0,0,0,0,0,0,0,133,0,1,0,0,0,15,0,0,64,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,6,0
12,מבוא חורון,3709,1268,1083,4,1079,0,4,25,64,0,0,0,0,0,0,837,0,0,0,0,0,11,0,1,65,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,67,0
4,מבוא חמה,4204,409,268,1,267,47,0,3,1,0,1,0,0,0,0,7,0,1,0,0,0,41,0,4,7,33,0,0,0,0,0,0,0,113,1,0,0,1,0,0,0,6,0,1,0
12,מבוא מודיעים,1141,176,103,0,103,4,2,5,9,0,0,0,0,0,0,41,0,0,0,0,0,5,0,2,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,18,0
18,מבועים,1080,942,687,0,687,19,3,9,5,1,0,0,0,0,0,130,1,1,0,0,1,76,0,7,286,6,0,1,0,0,0,0,0,85,1,0,0,1,0,0,0,7,0,47,0
18,מבטחים,829,399,267,1,266,4,1,1,4,0,0,0,0,0,0,85,0,2,0,0,0,20,0,1,104,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,24,0
17,מבקיעים,573,390,296,0,296,8,0,1,3,0,0,0,0,0,0,49,0,9,0,0,0,43,0,4,109,4,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,19,0
2,מבשרת ציון,1015,19755,14091,40,14051,740,41,139,79,5,38,0,1,0,0,1587,3,29,0,0,4,1697,0,336,4553,925,0,1,0,0,2,1,13,3005,2,14,2,1,0,1,1,44,0,786,1
20,מגד אלכרום,516,11017,7347,67,7280,8,1,2,4,3002,3335,2,1,0,1,7,0,0,1,3,0,15,3,1,22,36,0,0,0,7,1,1,781,10,1,3,13,3,1,3,1,5,0,5,1
3,מגדל שמס,4201,1338,313,1,312,6,2,1,0,2,1,6,0,0,0,0,0,0,0,0,0,40,0,35,45,27,0,0,0,0,0,0,2,133,0,1,0,0,0,0,0,0,0,11,0
4,מגאר,481,17008,7489,112,7377,199,4,64,1,274,1340,2,0,0,0,16,111,7,5,0,0,662,0,982,544,371,3,4,0,1,2,1,2053,435,3,5,5,2,0,1,15,5,4,254,2
9,מגדים,689,842,634,1,633,32,1,4,3,0,1,0,0,0,0,39,0,3,0,0,0,128,0,6,186,18,0,0,0,0,0,0,0,168,0,3,0,0,0,0,0,8,0,33,0
4,מגדל,65,1469,978,2,976,12,3,18,18,3,4,0,0,0,0,181,0,4,0,0,0,53,0,13,399,6,0,0,0,1,0,0,3,61,0,4,1,0,0,0,0,1,0,190,1
5,מגדל העמק,874,22031,14094,121,13973,181,34,71,214,3,4,1,0,0,0,1772,2,39,1,0,0,731,0,1859,5231,67,0,6,0,2,3,1,2,1296,4,22,4,4,0,3,4,27,5,2366,14
2,מגדל עוז,3561,266,167,0,167,0,0,40,3,0,0,0,0,0,0,74,0,0,0,0,0,11,0,0,34,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
19,מגדלים,3751,297,226,0,226,2,1,10,0,0,0,0,0,0,0,147,0,0,0,0,0,9,0,7,40,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,0
5,מגידו,586,682,504,0,504,75,1,0,0,0,1,0,0,0,0,6,0,4,0,0,0,73,0,8,42,66,0,0,0,0,0,0,0,224,0,0,0,0,0,1,0,1,0,2,0
9,מגל,375,884,685,0,685,107,2,3,0,0,5,0,0,0,0,8,0,2,0,0,0,127,0,16,25,86,0,0,0,0,0,0,1,296,0,3,0,0,0,0,0,4,0,0,0
18,מגן,695,468,315,0,315,33,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,35,0,8,11,104,0,0,0,0,0,0,2,118,0,0,0,0,0,0,0,0,0,0,0
5,מגן שאול,1155,413,329,0,329,7,1,2,1,0,0,0,0,0,0,45,0,2,0,0,0,44,0,7,168,5,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,16,0
11,מגשימים,722,686,519,1,518,24,1,5,2,0,2,0,0,0,0,34,1,1,0,0,0,99,0,15,68,34,0,0,0,0,0,0,1,224,0,2,0,0,0,0,0,1,0,4,0
5,מדרך עוז,2029,574,409,1,408,14,0,6,7,0,0,0,0,0,0,49,0,1,0,0,0,55,0,4,174,5,0,0,0,0,1,0,0,63,0,1,0,0,0,0,0,6,0,22,0
18,מדרשת בן גוריון,1140,1147,771,2,769,135,4,9,1,1,10,0,0,0,0,16,0,0,0,0,0,85,0,13,73,166,0,0,0,0,1,0,2,240,0,1,0,2,0,0,1,6,0,3,0
12,מודיעין עילית,3797,32933,27016,361,26655,4,6,6,20662,0,2,0,0,0,0,514,0,4,0,0,0,6,0,3,127,5,0,1,0,0,0,1,1,10,1,14,0,1,0,1,0,8,0,5277,1
12,מודיעיןמכביםרעות,1200,69212,51695,150,51545,2776,279,1511,243,13,57,2,2,0,2,5360,6,174,0,0,4,8374,1,1722,11615,1970,11,7,2,11,7,2,30,15953,10,85,1,16,1,3,2,182,5,1099,7
5,מולדת,269,883,605,1,604,67,2,3,2,0,0,0,0,0,0,27,0,0,0,0,0,135,0,7,43,36,0,0,0,0,0,0,0,277,0,1,0,0,0,0,0,2,0,2,0
2,מוצא עילית,208,1227,852,5,847,73,0,8,1,3,8,0,0,0,0,39,1,2,0,0,0,135,0,14,146,105,0,0,0,0,1,0,0,299,0,0,0,0,0,0,0,2,0,8,2
5,מוקייבלה,635,2769,1128,16,1112,10,0,0,0,192,453,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,0,0,0,1,0,0,431,3,1,0,0,0,1,0,0,0,0,1,1
20,מורן,1163,376,282,1,281,36,1,0,0,0,0,0,0,0,0,13,0,4,0,0,0,40,0,3,25,22,0,0,0,0,0,0,0,134,0,1,0,0,0,0,0,1,0,1,0
20,מורשת,1178,1120,805,1,804,6,1,132,3,0,0,0,0,0,0,445,0,0,0,0,0,45,0,2,139,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,4,0,19,0
11,מזור,606,844,608,3,605,45,2,3,0,0,1,0,0,0,0,14,0,2,0,0,0,109,0,12,58,41,0,0,0,0,0,0,3,309,0,0,0,0,0,0,1,4,0,1,0
13,מזכרת בתיה,28,11313,8510,27,8483,462,38,202,28,0,8,0,1,0,0,822,1,37,0,0,0,1453,1,170,2180,276,0,1,0,2,0,0,4,2502,1,20,0,2,1,1,2,29,0,239,0
5,מזרע,104,701,489,0,489,79,0,3,2,0,1,0,0,0,0,3,1,3,0,0,0,67,1,11,15,123,0,0,0,0,1,0,0,177,1,0,0,0,0,0,0,1,0,0,0
6,מזרעה,517,3035,1955,16,1939,2,1,0,0,558,736,0,0,0,0,8,0,0,1,1,0,2,1,2,11,24,0,0,0,1,0,1,565,17,1,0,2,0,1,1,0,1,0,2,0
5,מחולה,3599,393,288,1,287,0,0,57,0,0,0,0,0,0,0,149,0,1,0,0,0,11,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
13,מחנה הילה,1411,133,106,0,106,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,29,0,3,8,5,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
18,מחנה טלי,1418,154,81,1,80,5,1,3,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,1,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0
5,מחנה יהודית,1413,136,97,0,97,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,1,27,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
18,מחנה יוכבד,1416,108,57,0,57,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,1,17,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0
18,מחנה יפה,1415,217,120,0,120,9,1,2,0,0,0,0,0,0,0,14,0,0,0,0,0,32,0,4,30,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
17,מחנה מרים,1414,83,48,0,48,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,11,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
13,מחנה תל נוף,1412,158,111,0,111,7,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,33,0,0,26,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0
3,מחניים,308,589,406,1,405,70,2,4,2,0,3,0,0,0,0,31,0,1,0,0,0,52,0,9,85,26,0,0,0,0,0,0,0,111,1,2,0,0,0,0,0,3,0,3,0
2,מחסיה,776,311,255,1,254,1,0,2,10,0,0,0,0,0,0,56,0,0,0,0,0,22,0,3,101,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,53,0
3,מטולה,43,1511,820,4,816,70,5,14,1,0,1,0,0,0,0,60,0,6,0,0,0,242,0,24,124,39,0,0,0,0,0,0,0,215,1,2,0,1,0,1,0,4,0,6,0
2,מטע,822,585,417,0,417,53,2,11,3,0,6,0,0,0,0,51,0,1,0,0,0,39,0,10,129,22,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,7,0,17,0
9,מי עמי,1128,259,197,0,197,28,2,1,0,0,1,0,0,0,0,3,0,1,0,0,0,27,0,5,9,34,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,4,0,1,1
5,מיטב,2054,364,290,0,290,2,0,9,3,0,0,0,0,0,0,56,1,2,0,0,0,17,0,1,161,1,0,0,0,0,0,0,3,17,0,2,0,0,0,0,0,0,0,15,0
9,מייסר,649,1424,599,6,593,2,0,0,0,215,241,0,0,0,0,1,1,0,0,0,0,0,0,0,4,8,0,0,0,0,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0
4,מיצר,4019,138,104,1,103,15,1,4,0,0,1,0,0,0,0,5,0,1,0,0,0,12,0,5,7,7,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,3,0,0,0
5,מירב,1282,466,345,0,345,3,1,35,1,0,0,0,0,0,0,181,0,0,0,1,0,28,0,0,81,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0
3,מירון,607,526,327,0,327,3,1,19,62,0,0,1,0,0,0,119,0,1,0,0,0,12,0,0,29,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,73,0
13,מישר,731,486,386,2,384,32,2,0,1,1,1,0,0,0,0,14,0,0,0,0,0,67,0,9,58,29,0,0,0,0,0,0,1,167,0,0,0,0,0,0,0,1,0,1,0
18,מיתר,1268,8021,5806,13,5793,255,26,167,33,18,21,0,0,0,0,972,0,17,0,0,0,1012,0,112,1414,157,0,2,0,0,1,0,19,1453,3,7,1,2,0,0,3,12,1,83,2
5,מכורה,3614,143,95,0,95,3,3,8,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,9,23,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0
