סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
2,גבעת ישעיהו,919,507,387,0,387,56,0,4,0,1,0,48,8,0,2,0,0,0,0,0,6,10,38,68,0,0,0,135,0,1,0,0,0,0,1,0,9
9,שער מנשה,921,131,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2
8,רכסים,922,6202,5303,32,5271,34,2320,0,1,0,0,1,51,0,0,0,0,0,0,0,67,39,354,4,1,0,0,92,0,0,1,1,0,0,0,0,2305
18,מסעודין אל-עזאזמה,939,7186,4410,36,4374,8,0,4253,1,0,0,1,3,0,0,0,0,0,0,4,4,2,4,15,0,0,0,50,1,3,4,0,3,4,5,2,7
6,סואעד (חמרייה),942,146,66,0,66,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
5,בסמת טבעון,944,5290,2494,40,2454,60,12,1709,1,2,0,3,5,1,2,0,4,0,0,22,3,18,26,131,2,2,0,337,1,2,1,2,3,10,3,3,89
18,הוזייל (שבט),956,1101,388,5,383,65,0,257,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,12,0,0,0,34,0,0,1,0,0,1,2,0,0
18,עוקבי (בנו עוקבה),957,283,143,2,141,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,10,0,0,0,0,0,0,0,0,0
18,אבו עבדון (שבט),958,139,47,1,46,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,אסד (שבט),960,488,108,3,105,5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,1,0,0,0
18,אבו רוקייק (שבט),961,4765,1924,16,1908,1,0,1817,0,0,0,0,1,0,0,0,1,0,0,2,0,1,6,13,1,1,0,53,0,1,2,2,0,0,1,0,5
3,טובא-זנגריה,962,4435,1960,36,1924,26,30,1053,0,1,0,0,8,0,0,0,1,1,0,167,8,2,35,41,0,1,0,522,1,1,2,0,1,0,2,1,20
18,אעצם (שבט),963,4575,1894,17,1877,2,1,1810,0,0,0,0,1,1,0,0,0,1,0,2,0,0,11,11,0,2,0,17,1,0,1,1,0,3,4,3,5
18,קודייראת א-צאנע(שבט),964,1333,406,10,396,16,0,307,2,0,0,0,1,0,2,0,0,1,0,2,1,2,6,2,0,1,0,49,0,0,0,0,1,1,1,1,0
18,אטרש (שבט),965,1529,474,4,470,0,0,370,1,0,0,0,0,0,0,1,1,0,0,3,1,5,2,4,0,4,0,69,0,0,1,1,1,1,2,0,3
18,אבו רובייעה (שבט),966,3984,1471,24,1447,12,2,1272,1,0,0,0,2,1,2,1,1,0,0,2,4,0,12,14,2,2,0,86,0,4,2,4,5,1,7,4,4
18,אבו ג'ווייעד (שבט),967,1961,542,9,533,3,1,498,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,22,0,0,0,0,3,1,0,0,0
18,אבו קורינאת (שבט),968,2979,1222,13,1209,15,0,1091,0,2,0,1,2,0,1,0,1,1,0,1,0,2,10,6,0,4,0,60,1,0,0,1,1,1,3,0,5
18,עטאוונה (שבט),969,112,44,0,44,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
18,תראבין א-צאנע (שבט),970,511,33,0,33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0
18,קוואעין (שבט),972,475,94,0,94,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,זרזיר,975,5299,2584,26,2558,178,3,1092,0,1,0,16,3,0,2,2,4,0,0,22,7,4,83,199,1,4,0,897,0,3,4,2,4,3,4,3,17
18,ג'נאביב (שבט),976,461,207,1,206,2,0,154,0,0,0,1,7,0,0,0,2,1,0,0,2,1,3,2,0,0,0,25,0,0,0,0,1,1,3,0,1
5,כעביה-טבאש-חג'אג'רה,978,3633,2067,16,2051,238,2,982,1,0,0,2,2,0,0,0,1,0,0,16,1,2,64,218,2,0,0,322,0,0,2,4,1,0,4,1,186
8,ראס עלי,990,401,239,2,237,1,0,212,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,14,0,0,1,0,0,0,1,0,0
4,חמאם,993,1156,563,2,561,13,0,432,0,0,0,0,1,0,0,0,0,0,0,4,1,2,7,7,0,0,0,90,0,0,0,0,0,1,1,0,2
5,מנשית זבדה,994,842,514,1,513,14,0,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,2,0,107,0,0,0,0,2,0,0,0,5
5,רומת הייב,997,1354,588,6,582,12,0,208,0,0,0,0,3,0,0,0,1,0,0,4,0,6,29,35,0,2,0,224,1,0,0,0,1,1,3,1,51
6,ביר אל-מכסור,998,6368,3078,31,3047,121,1,1905,0,0,0,1,3,0,0,0,2,0,0,42,3,73,63,205,1,4,0,584,1,0,1,2,3,1,3,1,27
2,מבשרת ציון,1015,18914,13582,43,13539,1018,88,33,1,2,0,27,779,0,4,1,0,2,0,0,320,520,4663,1134,0,1,0,4195,4,3,0,1,2,1,6,1,733
9,אור עקיבא,1020,15712,9856,63,9793,232,131,11,1,1,0,2,344,0,10,3,0,2,0,0,196,1246,5129,66,2,1,0,1349,1,1,0,0,2,1,3,4,1055
10,חרוצים,1024,577,442,0,442,20,5,1,0,0,0,10,14,0,1,0,0,0,0,0,2,7,131,44,0,0,0,191,0,0,0,0,0,0,0,0,16
17,שדרות,1031,20231,12987,123,12864,1073,190,14,5,0,0,14,1338,2,10,4,2,0,0,4,626,1580,5427,80,3,4,0,1133,3,7,1,1,4,2,1,5,1331
17,קרית מלאכי,1034,17042,11547,82,11465,419,1007,7,3,4,0,34,810,1,12,5,3,2,0,12,722,281,4691,25,6,10,0,1377,2,51,0,2,7,3,12,2,1955
18,נצאצרה (שבט),1041,320,150,0,150,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1
2,גיזו,1043,145,115,0,115,15,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,42,15,0,0,0,29,0,0,0,0,0,0,0,0,1
10,יעף,1044,165,139,0,139,14,1,2,0,0,0,0,4,0,2,0,0,0,0,0,1,3,24,19,0,0,0,67,0,0,0,0,0,0,0,0,2
6,שתולה,1045,226,150,0,150,13,3,1,0,0,0,2,21,0,0,0,0,0,0,0,8,2,65,1,0,0,0,26,0,0,0,0,0,0,0,0,8
18,אוהד,1046,257,173,0,173,13,0,2,0,0,0,7,15,0,0,0,0,0,0,0,2,5,57,5,0,0,0,63,0,0,0,0,0,0,0,0,4
3,חזון,1047,255,211,0,211,3,9,0,0,0,0,5,16,0,0,0,0,0,0,0,4,3,130,2,0,0,0,11,0,0,0,0,0,0,0,0,28
12,בית חשמונאי,1050,1488,1135,2,1133,84,1,0,1,0,0,16,37,0,3,0,0,0,0,0,14,48,351,49,0,0,0,513,0,0,0,0,0,0,0,1,15
18,תלמי אליהו,1051,221,130,0,130,9,3,0,0,0,0,8,7,0,0,0,0,0,0,0,3,3,52,1,0,0,0,32,0,0,0,0,0,0,0,0,12
18,קטורה,1052,437,234,1,233,35,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,16,4,61,0,0,0,107,0,0,0,0,1,0,0,0,1
18,תל שבע,1054,9478,5200,40,5160,13,0,4922,0,0,0,1,11,0,1,1,3,0,0,6,4,4,32,37,0,6,0,88,1,2,2,1,3,4,7,0,11
18,נווה זוהר,1057,56,35,0,35,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,2,0,0,0,10,0,0,0,0,0,1,0,0,1
18,שדה ניצן,1058,366,216,1,215,32,0,3,0,0,0,8,11,0,1,0,0,0,0,0,1,7,11,38,0,0,0,102,0,0,0,0,0,0,0,0,1
18,כסיפה,1059,8298,4865,50,4815,29,2,4185,0,1,0,0,19,0,1,3,3,0,0,22,4,2,42,82,4,9,0,309,1,2,3,4,7,12,9,2,58
18,לקיה,1060,7465,3453,27,3426,64,0,3156,2,3,0,0,5,0,1,0,1,0,0,34,2,2,22,24,0,14,0,70,2,3,1,3,2,2,4,2,7
5,נוף הגליל,1061,39435,22195,292,21903,539,435,4819,16,10,0,4,399,6,26,23,10,7,0,15,332,4968,6567,307,15,10,0,2746,13,11,7,8,28,13,9,17,543
6,מעלות-תרשיחא,1063,18132,11339,97,11242,284,105,2299,5,2,0,2,650,2,13,3,2,4,0,21,186,2340,3253,184,2,3,0,1164,0,1,5,1,7,2,1,4,697
3,אמירים,1064,606,409,1,408,44,2,5,0,0,0,5,44,0,5,0,0,0,0,0,4,6,34,86,0,0,0,170,0,0,0,0,0,0,0,0,3
18,זמרת,1065,367,334,1,333,9,12,0,0,0,0,2,55,0,0,0,0,0,0,0,34,4,174,0,0,0,0,9,0,0,0,0,0,0,0,0,34
13,בני עי''ש,1066,5751,3808,51,3757,106,64,2,1,0,0,11,156,2,4,2,1,1,0,2,106,1075,1295,21,1,0,0,588,2,3,0,0,3,0,1,6,304
3,דוב''ב,1067,359,249,0,249,16,0,1,0,0,0,5,6,0,0,0,0,0,0,0,3,0,174,1,0,0,0,17,0,0,0,0,0,0,0,0,26
6,אדמית,1068,357,198,0,198,23,0,5,1,2,0,0,4,0,0,0,0,0,0,0,3,16,28,47,0,0,0,67,1,0,0,0,0,0,0,0,1
5,רם-און,1069,647,501,2,499,61,1,1,0,0,0,2,12,0,0,0,0,0,0,0,2,12,41,49,0,0,0,318,0,0,0,0,0,0,0,0,0
2,אביעזר,1070,562,441,0,441,25,0,5,2,0,0,31,31,0,0,0,0,0,0,0,12,28,144,27,0,0,0,120,0,0,0,0,0,0,1,0,15
2,נווה מיכאל,1071,463,360,1,359,11,14,1,0,0,0,32,36,0,0,0,2,0,0,0,16,6,164,5,0,0,0,26,0,0,0,1,0,0,0,0,45
13,גן הדרום,1072,346,277,0,277,28,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,10,81,8,0,0,0,116,0,0,0,0,0,0,0,0,3
10,גבעת שפירא,1077,212,166,0,166,9,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,10,17,0,0,0,116,0,0,0,0,0,0,0,0,1
2,צפרירים,1079,305,217,0,217,16,1,4,0,0,0,57,4,0,1,0,0,0,0,0,6,4,37,18,0,0,0,51,0,0,0,0,0,0,0,0,18
18,מבועים,1080,919,641,4,637,81,5,0,2,0,0,5,24,0,1,0,0,0,0,0,16,23,301,4,0,0,0,138,0,1,0,0,1,0,0,0,35
6,אבן מנחם,1081,288,200,5,195,30,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0,3,97,3,0,0,0,24,0,0,0,0,0,0,0,0,22
18,מעגלים,1082,1060,849,0,849,14,17,0,0,0,0,4,151,1,0,0,0,0,0,0,87,5,423,1,1,0,0,16,0,0,0,0,0,0,0,0,129
18,תושיה,1083,317,247,0,247,0,4,0,0,0,0,0,143,0,0,0,0,0,0,0,33,1,55,0,0,0,0,3,0,0,0,0,0,0,0,0,8
12,בן שמן (כפר נוער),1084,233,164,0,164,28,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,20,0,0,0,81,0,0,0,0,0,0,0,0,2
18,כרם שלום,1085,136,69,2,67,8,2,0,0,0,0,0,14,0,1,0,0,0,0,0,3,3,13,4,0,0,0,19,0,0,0,0,0,0,0,0,0
13,כרם יבנה (ישיבה),1094,157,139,0,139,1,26,0,0,0,0,0,92,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
18,כפר מימון,1095,423,345,0,345,5,2,0,0,0,0,1,206,0,0,0,0,0,0,0,21,0,87,1,0,0,0,20,0,0,0,0,0,0,0,0,2
17,מרכז שפירא,1098,1403,1136,2,1134,15,24,0,0,0,0,2,604,0,1,0,0,0,0,0,86,3,254,2,0,0,0,36,0,0,0,0,0,0,0,0,107
10,צוקי ים,1102,162,114,0,114,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,12,22,0,0,0,62,0,0,0,0,0,1,0,0,5
12,גני הדר,1103,256,203,1,202,22,1,0,0,0,0,2,11,0,0,0,0,0,0,0,3,8,27,27,0,0,0,101,0,0,0,0,0,0,0,0,0
4,פוריה - כפר עבודה,1104,266,174,0,174,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,2,1,110,0,0,0,0,30,0,0,0,0,0,0,0,4,10
4,פוריה - נווה עובד,1105,995,685,1,684,31,7,1,0,1,0,1,41,0,1,0,0,0,0,0,24,22,421,7,0,0,0,82,0,0,0,0,1,1,0,6,37
5,אומן,1108,355,221,0,221,7,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,40,114,0,0,0,0,32,0,0,0,0,0,0,0,0,11
5,חבר,1110,345,250,0,250,15,2,0,0,0,0,1,7,0,0,0,0,0,0,0,6,20,131,4,0,0,0,51,0,0,0,0,0,0,0,0,13
6,יודפת,1112,602,464,2,462,52,0,4,0,0,0,0,6,0,0,0,0,0,0,0,1,8,8,173,0,0,0,209,0,1,0,0,0,0,0,0,0
2,צור הדסה,1113,5748,4371,11,4360,317,24,22,1,0,0,10,479,0,3,0,0,4,0,0,65,313,1227,362,0,0,0,1465,0,0,0,0,0,1,0,2,65
2,שריגים (לי-און),1114,823,587,1,586,68,0,5,0,0,0,3,20,0,0,0,0,0,0,0,3,16,79,122,0,0,0,266,0,0,0,0,0,0,0,0,4
3,אביבים,1115,327,234,0,234,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,11,1,148,0,0,0,0,2,0,0,0,0,0,0,0,0,53
2,אדרת,1123,555,396,0,396,15,1,0,0,0,0,45,59,0,1,0,0,0,0,0,4,3,184,10,0,0,0,39,0,0,0,0,0,0,0,0,35
18,נאות הכיכר,1124,214,149,0,149,25,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,23,12,0,0,0,78,0,0,0,0,0,0,0,1,0
4,אלמגור,1125,289,234,0,234,16,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,5,8,36,0,0,0,161,0,0,0,0,0,0,0,0,0
18,אילות,1126,251,164,0,164,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,28,0,0,0,85,0,0,0,0,0,0,0,0,0
5,מעלה גלבוע,1127,355,290,0,290,49,0,1,0,0,0,0,131,0,0,0,0,0,0,0,2,1,34,3,0,0,0,67,0,0,0,0,0,0,0,0,2
9,מי עמי,1128,256,205,0,205,34,1,2,0,0,0,0,3,0,2,0,0,0,0,0,0,3,5,53,0,0,0,101,0,1,0,0,0,0,0,0,0
18,גרופית,1129,289,177,0,177,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,21,0,0,0,100,0,0,0,0,0,0,0,0,1
6,כפר רוזנואלד (זרעית),1130,221,138,0,138,11,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,6,76,4,0,0,0,25,0,0,0,0,0,0,0,0,10
3,שניר,1132,426,306,0,306,46,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,11,22,45,0,0,0,175,0,0,0,0,1,0,0,0,1
17,ורדון,1133,218,154,1,153,11,1,0,0,0,0,6,10,0,0,0,0,0,0,0,3,5,46,15,0,0,0,41,0,0,0,0,0,0,0,0,15
2,יד השמונה,1134,162,122,0,122,8,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,30,24,1,0,0,0,49,0,1,0,0,1,0,0,0,0
18,צוחר,1136,440,297,1,296,22,0,0,1,0,0,12,14,0,0,0,0,0,0,0,7,7,122,14,1,0,0,80,0,0,0,0,0,0,0,0,16
2,קרית יערים,1137,3283,2554,17,2537,12,1782,0,0,0,0,1,57,0,0,0,0,0,0,0,74,0,97,2,0,0,0,17,1,0,0,0,0,2,0,0,492
6,יעד,1138,556,405,0,405,47,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,10,10,131,0,0,0,199,0,0,0,0,0,0,0,0,0
6,כרמיאל,1139,41395,24549,233,24316,955,780,348,6,3,0,7,839,6,24,5,2,6,0,7,206,5782,7569,443,10,2,0,6490,8,14,6,10,9,9,5,25,740
18,מדרשת בן גוריון,1140,1142,817,4,813,127,1,4,0,0,0,0,32,0,3,0,0,0,0,0,4,16,74,232,1,0,0,317,0,1,0,0,0,0,0,0,1
12,מבוא מודיעים,1141,189,107,1,106,1,17,0,0,0,0,0,37,0,2,0,0,0,0,0,7,0,20,1,0,0,0,8,0,1,0,0,0,0,1,0,11
6,נס עמים,1143,227,187,0,187,10,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,9,30,19,1,0,0,109,0,0,0,0,0,0,0,0,0
17,אלומה,1145,322,278,1,277,0,81,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,175
18,עלומים,1146,349,264,1,263,15,3,0,0,0,0,2,160,0,0,0,0,0,0,0,3,2,46,3,0,0,0,28,0,0,0,0,0,0,0,0,1
6,נטועה,1147,242,183,1,182,11,0,0,0,0,0,12,6,0,0,0,0,0,0,0,7,5,78,3,0,0,0,35,0,0,0,0,0,0,0,0,25
19,צור נתן,1148,228,169,1,168,12,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,12,51,12,0,0,0,73,0,0,0,0,0,0,0,0,0
17,עזר,1149,636,491,2,489,44,0,0,0,0,0,38,23,0,0,0,0,0,0,0,4,19,120,15,0,0,0,199,0,0,0,0,0,0,0,0,27
18,צופר,1150,341,246,0,246,13,0,1,0,0,0,26,3,0,0,0,0,0,0,0,0,10,7,22,0,0,0,163,0,0,1,0,0,0,0,0,0
18,פארן,1151,366,260,0,260,38,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,8,9,26,0,0,0,171,0,0,0,0,0,0,0,0,0
18,אשלים,1152,390,284,4,280,30,0,0,1,0,0,1,29,0,1,0,0,0,0,0,6,14,69,18,0,0,0,109,0,0,0,0,0,0,0,0,2
6,כישור,1153,122,96,0,96,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,0,0,60,1,0,0,0,0,0,0,0,1
5,מגן שאול,1155,384,308,0,308,13,1,0,1,0,0,2,16,0,1,0,0,0,0,0,8,11,164,6,0,0,0,75,1,0,0,0,0,0,0,0,9
18,סמר,1156,227,149,1,148,15,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,64,0,0,0,60,0,0,0,0,0,0,0,0,0
17,אחווה,1157,188,146,0,146,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,24,10,2,0,0,84,0,0,0,0,0,0,0,0,3
18,יהל,1158,218,128,0,128,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,16,17,4,0,0,63,0,0,0,0,0,0,0,0,1
6,שכניה,1160,613,479,0,479,64,0,3,0,0,0,0,15,0,1,0,0,0,0,0,3,25,22,78,0,0,0,265,0,0,0,0,0,0,0,1,2
18,רהט,1161,33204,19770,197,19573,454,11,15584,2,7,0,23,123,1,19,7,14,11,0,612,18,11,160,765,6,235,0,1272,7,5,11,8,18,23,17,18,131
5,בית רימון,1162,388,326,1,325,13,3,1,0,0,0,0,236,0,0,0,0,0,0,0,23,1,27,3,0,0,0,16,0,0,0,0,0,0,1,0,1
6,מורן,1163,337,257,2,255,26,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,11,19,33,0,0,0,161,0,0,0,0,0,0,0,0,1
12,שילת,1165,486,389,0,389,36,4,4,0,0,0,2,14,0,1,0,0,0,0,0,0,18,47,67,0,0,0,193,0,1,0,0,0,0,0,0,2
12,כפר רות,1166,189,159,0,159,15,2,0,0,0,0,58,12,0,0,0,0,0,0,0,5,1,15,7,0,0,0,43,0,0,0,0,0,0,0,0,1
9,קיסריה,1167,4878,3143,10,3133,172,18,8,0,0,0,0,99,0,2,1,0,0,0,0,18,150,786,244,0,0,0,1610,0,1,0,0,0,0,0,0,24
18,הוואשלה (שבט),1169,1057,535,7,528,1,0,486,0,1,0,2,1,0,0,0,1,0,0,1,0,0,4,2,1,0,0,25,0,0,0,0,0,1,0,0,2
18,סייד (שבט),1170,875,199,5,194,7,0,52,0,0,0,0,2,0,0,0,1,0,0,2,1,0,10,6,0,81,0,30,0,0,0,0,0,1,0,0,1
6,לוטם,1171,507,356,0,356,32,0,5,1,0,0,0,11,0,1,0,0,0,0,0,2,5,23,63,0,0,0,210,1,0,0,0,0,0,0,0,2
6,תובל,1172,371,252,0,252,59,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,8,11,77,0,0,0,88,0,0,0,0,0,0,0,0,0
6,לפידות,1173,129,96,0,96,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,48,1,0,0,0,21,0,0,0,0,0,0,0,0,10
6,מנוף,1174,652,475,0,475,52,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,19,18,89,0,0,0,291,0,0,0,0,0,0,0,0,0
18,עידן,1175,296,180,1,179,24,0,0,0,0,0,23,3,0,0,0,0,0,0,0,1,8,10,21,0,0,0,89,0,0,0,0,0,0,0,0,0
18,ספיר,1176,321,205,2,203,21,2,0,0,0,0,2,30,1,1,0,0,0,0,0,7,9,38,9,0,1,0,82,0,0,0,0,0,0,0,0,0
18,טללים,1177,322,219,0,219,39,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,7,32,19,0,0,0,108,0,0,0,0,0,0,0,0,3
6,מורשת,1178,993,761,1,760,9,5,0,0,0,0,0,537,0,0,0,0,0,0,0,54,0,118,1,0,0,0,21,0,0,0,0,1,0,0,0,14
6,קורנית,1179,627,474,0,474,56,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,15,34,105,0,0,0,256,0,0,0,0,0,0,0,0,0
6,צביה,1180,267,184,1,183,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,33,0,0,0,111,0,0,0,0,0,0,0,0,0
6,טל-אל,1181,926,681,3,678,65,2,1,0,0,0,0,30,0,2,0,0,0,0,0,15,58,135,34,0,0,0,334,0,0,0,0,0,0,0,0,2
5,אלון הגליל,1182,828,641,0,641,63,0,1,0,0,0,7,11,0,0,0,0,0,0,0,1,13,22,157,0,0,0,366,0,0,0,0,0,0,0,0,0
6,כליל,1183,449,333,1,332,44,0,21,0,0,0,1,9,0,1,0,0,0,0,0,4,0,9,155,0,0,0,86,0,1,0,0,0,0,0,0,1
6,מתת,1184,155,101,0,101,18,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,34,0,0,0,28,1,0,0,0,0,0,0,0,0
5,הושעיה,1186,1351,1062,0,1062,45,2,0,1,0,0,1,574,1,0,0,0,0,0,0,15,6,192,9,2,0,0,194,0,0,0,0,0,0,0,0,20
6,אשחר,1188,608,475,0,475,90,4,1,0,0,0,0,106,0,0,0,0,0,0,0,1,20,49,31,0,0,0,172,1,0,0,0,0,0,0,0,0
4,מצפה נטופה,1190,637,479,1,478,29,6,0,0,0,0,1,313,0,0,0,0,0,0,0,18,6,63,5,0,0,0,33,0,0,0,0,0,0,0,2,2
3,בר יוחאי,1191,606,421,0,421,0,37,0,0,0,0,0,136,0,1,0,0,0,0,0,55,0,124,0,0,0,0,3,0,0,0,0,0,0,0,5,60
18,ערערה-בנגב,1192,8377,4387,31,4356,38,2,3975,2,1,0,3,11,1,1,1,3,3,0,10,3,19,67,37,3,33,0,111,1,1,2,2,0,3,3,3,17
18,ניצנה (קהילת חינוך),1195,240,83,0,83,6,0,4,0,0,0,1,12,0,0,1,0,0,0,0,0,8,13,2,0,0,0,35,0,0,0,0,1,0,0,0,0
18,נאות סמדר,1197,261,159,0,159,15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,4,13,56,0,0,0,64,0,0,0,0,0,0,0,0,1
18,כרמים,1198,211,231,0,231,33,0,1,0,0,0,0,37,0,1,0,0,0,0,0,1,0,62,29,0,0,0,64,0,0,0,0,0,0,0,0,3
6,עדי,1199,1490,1128,3,1125,64,4,1,0,0,0,0,39,0,3,1,0,0,0,0,3,71,201,37,0,0,0,699,0,0,0,0,0,0,0,0,2
12,מודיעין-מכבים-רעות,1200,62167,47408,137,47271,3578,321,68,11,1,0,49,5223,4,52,1,1,4,0,2,581,2593,10791,2718,4,5,0,20289,11,15,6,4,7,3,4,21,904
6,כמון,1201,529,393,2,391,41,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,6,15,110,0,0,0,209,0,0,0,0,0,0,0,0,0
6,מכמנים,1202,358,263,0,263,24,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,9,24,55,0,0,0,144,0,0,0,0,0,0,0,0,0
6,הררית,1203,343,253,0,253,23,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,15,77,0,0,0,126,0,0,0,0,0,1,0,0,0
6,גילון,1204,889,664,0,664,48,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,44,78,75,0,0,0,400,1,0,0,0,0,1,0,0,1
6,מנות,1205,345,263,4,259,21,1,0,0,0,0,4,20,0,0,0,0,0,0,0,3,9,129,7,0,0,0,52,0,1,0,0,0,0,0,0,12
6,גיתה,1206,201,137,5,132,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,29,29,17,0,0,0,42,0,0,0,0,0,0,0,0,0
6,לבון,1207,431,326,1,325,18,0,1,0,0,0,0,7,0,0,0,0,0,0,0,4,21,76,30,0,0,0,168,0,0,0,0,0,0,0,0,0
6,הילה,1208,483,341,0,341,49,0,1,0,0,0,0,7,0,2,0,0,0,0,0,1,11,27,73,0,0,0,168,0,0,0,0,0,0,0,0,2
6,חרשים,1209,223,172,0,172,20,2,9,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,81,0,0,0,53,0,0,0,0,0,0,0,0,0
3,כחל,1210,350,254,0,254,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
3,קדרים,1211,180,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,0,0,0,62,0,0,0,0,0,0,0,0,0
3,עמוקה,1212,139,103,1,102,9,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,18,0,0,0,51,0,0,0,0,0,0,0,0,1
3,צבעון,1213,150,120,2,118,8,1,1,1,1,0,1,7,0,1,0,0,0,0,0,0,5,8,49,0,0,0,35,0,0,0,0,0,0,0,0,0
4,טפחות,1214,245,199,0,199,1,2,0,0,0,0,0,81,0,0,0,0,0,0,0,12,1,84,0,0,0,0,1,0,1,0,0,0,0,0,0,16
6,גורנות הגליל,1219,164,106,0,106,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,47,1,0,0,0,31,0,0,0,0,0,0,0,0,14
6,אבירים,1220,195,135,0,135,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3,48,0,0,0,64,0,0,0,0,0,0,0,0,2
6,צורית,1221,711,541,1,540,51,2,1,0,0,0,0,18,0,3,0,0,0,0,0,0,42,44,45,0,0,0,332,0,0,0,0,0,0,0,0,2
6,מצפה אבי''ב,1222,716,547,0,547,59,1,1,0,0,0,0,24,0,0,0,0,0,0,0,1,16,42,70,0,0,0,329,0,0,0,0,0,0,0,0,4
