 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
אום אל-פחם, 002710, 0004.0, 000433, 000354, 000008, 000346, 000001, 000000, 000061, 000000, 000000, 000000, 000169, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000000, 000000, 000072, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000002, 000029, 000001, 000005, 000000, 000000, 000001
אום אל-פחם, 002710, 0005.0, 000690, 000526, 000009, 000517, 000003, 000000, 000161, 000000, 000000, 000000, 000247, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000099, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0006.0, 000761, 000346, 000004, 000342, 000003, 000000, 000086, 000000, 000000, 000000, 000156, 000000, 000000, 000000, 000003, 000000, 000000, 000003, 000003, 000000, 000000, 000000, 000000, 000085, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000001
אום אל-פחם, 002710, 0007.0, 000690, 000632, 000002, 000630, 000002, 000001, 000111, 000000, 000000, 000000, 000403, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000005, 000000, 000000, 000000, 000001, 000100, 000000, 000000, 000001, 000001, 000000, 000000, 000001, 000000, 000001, 000000, 000002, 000000, 000000, 000000
אום אל-פחם, 002710, 0008.0, 000529, 000246, 000003, 000243, 000001, 000001, 000044, 000000, 000000, 000000, 000153, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0009.0, 000519, 000271, 000004, 000267, 000000, 000001, 000051, 000000, 000000, 000000, 000132, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000068, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000010
אום אל-פחם, 002710, 0010.0, 000646, 000319, 000003, 000316, 000011, 000000, 000037, 000000, 000000, 000000, 000099, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000010, 000000, 000000, 000000, 000000, 000146, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000001, 000001, 000000, 000001
אום אל-פחם, 002710, 0011.0, 000693, 000394, 000001, 000393, 000001, 000000, 000107, 000000, 000000, 000001, 000197, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000003, 000000, 000000, 000000, 000002, 000073, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000001, 000001, 000000, 000000
אום אל-פחם, 002710, 0012.0, 000682, 000390, 000004, 000386, 000004, 000001, 000090, 000000, 000000, 000000, 000170, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000010, 000000, 000000, 000000, 000000, 000081, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000027, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0013.0, 000735, 000331, 000008, 000323, 000001, 000000, 000086, 000000, 000002, 000000, 000154, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000001, 000069, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001
אום אל-פחם, 002710, 0014.0, 000462, 000239, 000008, 000231, 000000, 000000, 000035, 000000, 000000, 000000, 000148, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000000, 000034, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000002, 000000, 000000, 000000
אום אל-פחם, 002710, 0015.0, 000639, 000326, 000000, 000326, 000001, 000000, 000090, 000000, 000000, 000000, 000163, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0016.0, 000689, 000345, 000008, 000337, 000002, 000000, 000125, 000000, 000000, 000000, 000156, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000048, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0017.0, 000772, 000409, 000003, 000406, 000002, 000000, 000067, 000000, 000000, 000000, 000200, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000007, 000001, 000000, 000000, 000000, 000106, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000018, 000000, 000000, 000000
אום אל-פחם, 002710, 0018.0, 000711, 000418, 000000, 000418, 000000, 000000, 000074, 000000, 000000, 000000, 000211, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000007, 000000, 000000, 000000, 000000, 000124, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001
אום אל-פחם, 002710, 0019.0, 000697, 000550, 000006, 000544, 000003, 000000, 000075, 000000, 000000, 000001, 000269, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000001, 000000, 000000, 000000, 000180, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000007, 000001, 000003, 000000, 000000, 000000
אום אל-פחם, 002710, 0020.0, 000693, 000379, 000003, 000376, 000004, 000000, 000093, 000000, 000000, 000000, 000181, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000083, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000001, 000000, 000000
אום אל-פחם, 002710, 0021.0, 000774, 000351, 000002, 000349, 000001, 000000, 000045, 000000, 000000, 000000, 000199, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000096, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0022.0, 000614, 000337, 000001, 000336, 000001, 000000, 000079, 000000, 000000, 000000, 000151, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000012, 000000, 000000, 000000, 000000, 000090, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0023.0, 000522, 000230, 000002, 000228, 000000, 000000, 000046, 000000, 000000, 000001, 000152, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000023, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000001, 000000, 000000
אום אל-פחם, 002710, 0024.0, 000781, 000450, 000004, 000446, 000000, 000000, 000098, 000000, 000000, 000000, 000194, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000010, 000000, 000000, 000000, 000000, 000140, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0025.0, 000642, 000389, 000005, 000384, 000000, 000005, 000054, 000000, 000001, 000000, 000195, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000000, 000000, 000121, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0026.0, 000668, 000345, 000015, 000330, 000003, 000000, 000066, 000000, 000000, 000000, 000166, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000088, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000001, 000000, 000000
אום אל-פחם, 002710, 0027.0, 000717, 000329, 000007, 000322, 000003, 000000, 000075, 000000, 000000, 000000, 000159, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000007, 000000, 000000, 000000, 000000, 000075, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0028.0, 000770, 000398, 000003, 000395, 000002, 000001, 000066, 000000, 000000, 000000, 000203, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000006, 000000, 000000, 000000, 000000, 000110, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000001
אום אל-פחם, 002710, 0029.0, 000729, 000446, 000004, 000442, 000002, 000001, 000128, 000000, 000000, 000000, 000204, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000102, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000
אום אל-פחם, 002710, 0030.0, 000560, 000209, 000002, 000207, 000000, 000000, 000035, 000000, 000000, 000000, 000109, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000055, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000001, 000002
אום אל-פחם, 002710, 0031.0, 000617, 000335, 000000, 000335, 000002, 000001, 000075, 000000, 000001, 000000, 000183, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000000, 000060, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000001, 000000, 000002, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0032.0, 000723, 000360, 000003, 000357, 000001, 000001, 000109, 000000, 000001, 000000, 000182, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000054, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0033.0, 000523, 000317, 000004, 000313, 000009, 000000, 000074, 000001, 000000, 000000, 000084, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000060, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000078
אום אל-פחם, 002710, 0034.0, 000757, 000303, 000005, 000298, 000001, 000000, 000071, 000000, 000000, 000000, 000136, 000000, 000000, 000000, 000000, 000000, 000002, 000001, 000002, 000000, 000000, 000000, 000000, 000080, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000001, 000000, 000000, 000002
אום אל-פחם, 002710, 0035.0, 000461, 000296, 000009, 000287, 000001, 000000, 000081, 000000, 000000, 000000, 000129, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000071, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0036.0, 000741, 000390, 000003, 000387, 000001, 000000, 000075, 000000, 000000, 000000, 000192, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000000, 000113, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000000, 000000, 000001, 000000
אום אל-פחם, 002710, 0037.0, 000642, 000346, 000002, 000344, 000000, 000001, 000065, 000000, 000000, 000000, 000194, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000003, 000001, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0038.0, 000748, 000477, 000006, 000471, 000002, 000000, 000098, 000000, 000000, 000002, 000259, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000001, 000097, 000001, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000001, 000000
אום אל-פחם, 002710, 0039.0, 000445, 000292, 000005, 000287, 000000, 000000, 000083, 000000, 000000, 000000, 000172, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000002, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0040.0, 000508, 000298, 000008, 000290, 000000, 000000, 000069, 000000, 000000, 000000, 000177, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000044, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0041.0, 000723, 000478, 000000, 000478, 000001, 000000, 000092, 000000, 000000, 000000, 000263, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000120, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0042.0, 000586, 000356, 000004, 000352, 000013, 000000, 000114, 000000, 000000, 000000, 000158, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000006, 000000, 000000, 000000, 000000, 000057, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0043.0, 000580, 000284, 000002, 000282, 000000, 000000, 000055, 000000, 000001, 000000, 000131, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000084, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000005
אום אל-פחם, 002710, 0044.0, 000563, 000263, 000007, 000256, 000001, 000002, 000040, 000000, 000000, 000000, 000161, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000051, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-קוטוף, 002024, 0001.0, 000570, 000312, 000002, 000310, 000013, 000001, 000085, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000037, 000000, 000000, 000000, 000000, 000134, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000003, 000001, 000001, 000003
אום בטין, 001358, 0001.0, 000548, 000251, 000004, 000247, 000001, 000000, 000032, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000003, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000002, 000170, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000032
אום בטין, 001358, 0002.0, 000510, 000277, 000003, 000274, 000005, 000000, 000029, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007, 000001, 000000, 000000, 000001, 000000, 000202, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000025
אומן, 001108, 0001.0, 000276, 000150, 000004, 000146, 000016, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000023, 000000, 000002, 000063, 000002, 000000, 000000, 000003, 000000, 000000, 000001, 000017, 000001, 000000, 000000, 000001, 000000, 000001, 000006, 000000, 000000, 000003, 000000, 000006
אומץ, 000680, 0001.0, 000452, 000343, 000004, 000339, 000099, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000001, 000012, 000000, 000012, 000029, 000024, 000000, 000000, 000000, 000000, 000000, 000000, 000111, 000002, 000000, 000000, 000000, 000000, 000004, 000035, 000000, 000000, 000003, 000000, 000003
אופקים, 000031, 0001.0, 000409, 000221, 000004, 000217, 000024, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000035, 000001, 000009, 000064, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000006, 000000, 000001, 000000, 000000, 000000, 000008, 000008, 000000, 000000, 000005, 000001, 000054
אופקים, 000031, 0002.0, 000655, 000332, 000005, 000327, 000005, 000015, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000039, 000004, 000011, 000086, 000004, 000000, 000000, 000007, 000000, 000000, 000000, 000012, 000007, 000000, 000000, 000000, 000000, 000006, 000015, 000000, 000000, 000006, 000000, 000110
אופקים, 000031, 0003.0, 000481, 000265, 000004, 000261, 000013, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000042, 000000, 000010, 000080, 000002, 000001, 000000, 000017, 000000, 000000, 000000, 000018, 000005, 000000, 000000, 000001, 000000, 000007, 000008, 000000, 000000, 000000, 000001, 000052
אופקים, 000031, 0004.0, 000546, 000333, 000003, 000330, 000030, 000006, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000044, 000000, 000005, 000093, 000007, 000000, 000000, 000005, 000000, 000000, 000000, 000011, 000006, 000000, 000000, 000000, 000000, 000011, 000011, 000000, 000000, 000002, 000000, 000096
אופקים, 000031, 0005.0, 000456, 000212, 000010, 000202, 000007, 000001, 000003, 000001, 000000, 000000, 000001, 000000, 000000, 000001, 000009, 000010, 000001, 000083, 000002, 000000, 000000, 000005, 000000, 000000, 000000, 000008, 000002, 000001, 000000, 000000, 000001, 000003, 000020, 000000, 000000, 000005, 000001, 000037
אופקים, 000031, 0006.0, 000719, 000370, 000003, 000367, 000020, 000007, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000058, 000002, 000000, 000129, 000001, 000000, 000000, 000016, 000001, 000000, 000000, 000021, 000000, 000001, 000000, 000001, 000000, 000005, 000012, 000000, 000000, 000001, 000000, 000092
